,BENCH,EW_LIVE,MAX_SHARPE_NET
2002-02-28,-0.01793613349209011,-0.0031552111600945364,0.011794348528043943
2002-03-31,0.03327104845760509,0.06572686939186696,0.03465826303642535
2002-04-30,-0.05815562698961707,-0.022862794369410487,0.04285399337801173
2002-05-31,-0.005933949553542428,-0.013121610395059404,-0.0023902669414182314
2002-06-30,-0.07380754551931645,-0.05962044003082986,-0.037567347716130586
2002-07-31,-0.07881923120455903,-0.09048952199532276,-0.09556069679797763
2002-08-31,0.006800935529437169,0.013705996318906477,-0.008416967402416622
2002-09-30,-0.10485261935685886,-0.07624134053104469,-0.009499727467732502
2002-10-31,0.08228396588068909,0.0522364040170619,-0.0030914267591217433
2002-11-30,0.061681209608433596,0.10024326200677103,-0.008652174415477725
2002-12-31,-0.05656988695633591,-0.044241198661836456,-0.006809200474278841
2003-01-31,-0.024594799603326223,-0.024361945089995375,-0.010798223716925235
2003-02-28,-0.013478811223964438,-0.013018023052171125,0.004808122189102711
2003-03-31,0.002139607952279965,0.021285324169310057,0.045662978753166765
2003-04-30,0.08461213250697153,0.09401151937189209,0.06411853543332342
2003-05-31,0.05483640968054493,0.10668206998045743,0.06722022067702725
2003-06-30,0.010651437612090309,0.015338453686714616,0.014504515426757316
2003-07-31,0.01802695017925582,0.04585354957362116,0.0459592453151813
2003-08-31,0.020625888142117965,0.0426687110158187,-0.011202881636812283
2003-09-30,-0.010906180962421796,-0.009727081373741984,0.02958167274715643
2003-10-31,0.0535270141183215,0.08275170268213494,0.08675767906635971
2003-11-30,0.010920981217995784,0.025980202852248495,0.017007746146825174
2003-12-31,0.05031321584220838,0.04135439739310288,0.050078657495364706
2004-01-31,0.019770008947123552,0.027938171643214788,0.06990293832329303
2004-02-29,0.013570662927145039,0.02502369708775747,0.022877912557383993
2004-03-31,-0.013245785776349273,0.007805448958369479,0.042179619470291065
2004-04-30,-0.01892140110892071,-0.021864756317114032,-0.10690692367080214
2004-05-31,0.017122884217053214,0.026077525161974195,0.059872275860976466
2004-06-30,0.018501666687631202,0.03423957026605914,0.0312084906291602
2004-07-31,-0.03221850539356219,-0.03792106693709182,-0.047043367925329094
2004-08-31,0.0024359013886678937,0.003239203753924851,0.03877767742205095
2004-09-30,0.010037068940407678,0.038525399758816685,0.05656211947790687
2004-10-31,0.01288492850456291,0.029103615944488716,0.02961621750510665
2004-11-30,0.04451684725947147,0.06088181178383357,0.06173428549824398
2004-12-31,0.030121238633580294,0.046987371600226154,0.10723608200655609
2005-01-31,-0.02242071066147644,-0.02938476190476204,-0.011074061142433289
2005-02-28,0.0209043101606039,0.026767871913950553,0.03784111825718591
2005-03-31,-0.018293201838265993,-0.013744745797168032,-0.0022104311874009876
2005-04-30,-0.018735308373885706,-0.02277609074748604,0.014444728965198668
2005-05-31,0.03222505020503519,0.055682835235553195,0.09164022140477522
2005-06-30,0.0015148815741865551,0.020203042759470102,0.08149123620055916
2005-07-31,0.0382612054922038,0.05597952847846217,0.04832196158995238
2005-08-31,-0.009374707771653501,-0.010917842097017155,-0.015418961999024067
2005-09-30,0.008025551726135394,0.015566967018467482,0.028204749690582804
2005-10-31,-0.023650355183156502,-0.011115389041470658,-0.02386812745893225
2005-11-30,0.043952465578006805,0.05444922070750315,0.0824126617072532
2005-12-31,-0.001913994623408688,0.006842009829364324,0.0044529290753025945
2006-01-31,0.024014059111177044,0.05710898079556355,0.08758210887060343
2006-02-28,0.005725472431199474,0.011820699741017023,0.015680981079890667
2006-03-31,0.01650411870254831,0.028683333539144134,0.06443166721550035
2006-04-30,0.012631399331217263,0.008286891831992394,0.01014657482907968
2006-05-31,-0.03012018602358768,-0.03543848079586722,-0.06356977476604408
2006-06-30,0.002607730139974729,0.004283792382225652,-0.005923674072970954
2006-07-31,0.00447834901002353,-0.011452053809689772,-0.010886193347336284
2006-08-31,0.021822354919729614,0.03004985046479676,0.025158725353619016
2006-09-30,0.027001894429296902,0.030395869462308038,0.07234373223521173
2006-10-31,0.031516614584746305,0.04638154386523866,0.041372069582255505
2006-11-30,0.01988520199964605,0.033459138027689704,0.09441092927756178
2006-12-31,0.013371070959553366,0.004226391701627839,0.011983978214038656
2007-01-31,0.015040477594474355,0.03378471687630364,0.040903157211687934
2007-02-28,-0.019617512251938307,-0.0027486555558169454,0.06701151305881432
2007-03-31,0.01158903461459837,0.007679578794563092,0.016682665957837704
2007-04-30,0.04429591793179011,0.03918939690779057,0.03825570833430529
2007-05-31,0.03392007606626657,0.036789380215317184,0.014958933857306409
2007-06-30,-0.014621063367777798,-0.014615723917949594,0.016116674238466036
2007-07-31,-0.03131018614450798,-0.03067983779682277,0.0024438608013867746
2007-08-31,0.012832770540187388,0.01996949660868917,-0.01460746479404864
2007-09-30,0.03871424463619699,0.037144644156305806,0.03705314523291027
2007-10-31,0.013566594078643357,0.02944732551407017,0.12375974950691528
2007-11-30,-0.03873230513090253,-0.04000607725172115,-0.02055007971317277
2007-12-31,-0.011260491763805613,-0.006017378463195492,-0.010171898415290807
2008-01-31,-0.06046139232114145,-0.05266480475019929,-0.042545524049071366
2008-02-29,-0.025842253146606597,-0.027303542028444018,-0.05518599502089549
2008-03-31,-0.008942556896780807,-0.002497119461842855,-0.0021319543559261763
2008-04-30,0.047662654505944424,0.06523828752634665,0.04299568691053102
2008-05-31,0.01511644432841508,0.026566258312602172,0.02499593474810398
2008-06-30,-0.08357587152072021,-0.09399746403757411,-0.043230810916592186
2008-07-31,-0.008985980336375543,0.011971972680906466,-0.0554111210829494
2008-08-31,0.015453586393202157,0.029755131874892454,-0.004817292000956931
2008-09-30,-0.09417348096707479,-0.08456092933273325,-0.11828654452819659
2008-10-31,-0.1651865591794237,-0.1926558899077127,-0.15238696274789357
2008-11-30,-0.06960654277527278,-0.09437532727080875,-0.08089619082465647
2008-12-31,0.009795836436700789,0.055947463894501996,0.0006903670887022144
2009-01-31,-0.08211404976242931,-0.08145717969220065,-0.04931865370913826
2009-02-28,-0.10744886939212539,-0.10303518934888918,-0.07745865906211719
2009-03-31,0.083310554045682,0.10665697661575392,0.060556371641438164
2009-04-30,0.09934602878418852,0.17810204374683528,0.02581040479703074
2009-05-31,0.058453688689324323,0.04640100875840956,0.016991935615844445
2009-06-30,-0.0006548278149187681,0.007536600176426736,0.011454825299660364
2009-07-31,0.07460553512683488,0.09288560399958883,0.052995053816177855
2009-08-31,0.03693952317386273,0.06196335052411121,0.005742374535971677
2009-09-30,0.03545683087378371,0.04684878793714155,0.05418643824585965
